,gbt_prob_default,lr_prob_default,lgd,loan_amnt
9827,9.82E-03,9.59E-02,0.20,2000
9828,2.62E-04,3.96E-01,0.20,15000
9829,1.46E-03,1.94E-01,0.20,1750
9830,9.99E-01,4.44E-01,0.20,2800
9831,6.01E-03,7.59E-02,0.20,3000
9832,3.43E-02,1.48E-01,0.20,3600
9833,4.29E-02,2.07E-01,0.20,3000
9834,3.16E-02,1.50E-02,0.20,25000
9835,9.89E-01,4.67E-01,0.20,12000
9836,9.93E-01,4.44E-01,0.20,7750
9837,3.45E-04,2.13E-01,0.20,18000
9838,2.02E-01,1.73E-01,0.20,5000
9839,1.82E-01,1.90E-01,0.20,2250
9840,2.30E-02,1.88E-02,0.20,6000
9841,9.30E-01,3.12E-02,0.20,12000
9842,3.26E-01,3.39E-01,0.20,21000
9843,8.23E-01,4.42E-01,0.20,5400
9844,6.18E-02,3.80E-01,0.20,4500
9845,2.56E-01,1.97E-01,0.20,12000
9846,9.97E-01,5.36E-01,0.20,15000
9847,2.61E-02,8.14E-02,0.20,7500
9848,2.94E-02,5.14E-02,0.20,15000
9849,7.93E-03,1.18E-01,0.20,4200
9850,1.33E-02,7.63E-02,0.20,4000
9851,2.99E-03,8.57E-02,0.20,4000
9852,7.30E-04,4.38E-01,0.20,18500
9853,2.25E-01,4.21E-01,0.20,5200
9854,8.58E-02,3.57E-01,0.20,24000
9855,6.77E-05,4.26E-01,0.20,7500
9856,1.11E-01,3.33E-01,0.20,20000
9857,1.29E-03,6.57E-02,0.20,4575
9858,1.99E-02,1.30E-01,0.20,10500
9859,9.22E-03,4.38E-08,0.20,30000
9860,4.69E-02,1.32E-01,0.20,2700
9861,4.55E-02,1.80E-01,0.20,35000
9862,1.90E-01,4.59E-01,0.20,15000
9863,7.74E-01,5.68E-01,0.20,15450
9864,5.91E-03,5.82E-02,0.20,6000
9865,4.45E-05,4.86E-02,0.20,8000
9866,1.71E-05,2.18E-01,0.20,5000
9867,2.08E-02,2.15E-01,0.20,6000
9868,1.98E-02,6.43E-02,0.20,7000
9869,5.00E-02,8.46E-03,0.20,12000
9870,1.27E-03,1.54E-01,0.20,4800
9871,2.88E-01,3.78E-01,0.20,7800
9872,9.97E-01,4.25E-01,0.20,18000
9873,1.92E-01,2.27E-01,0.20,18000
9874,7.55E-01,1.08E-01,0.20,4000
9875,2.40E-01,1.95E-01,0.20,15000
9876,9.95E-01,5.20E-01,0.20,15000
9877,7.54E-02,3.31E-01,0.20,4000
9878,1.90E-01,3.09E-01,0.20,15000
9879,1.03E-02,8.37E-02,0.20,4000
9880,2.50E-04,2.25E-01,0.20,7500
9881,5.83E-02,3.86E-02,0.20,8000
9882,8.75E-02,2.00E-01,0.20,3600
9883,9.98E-01,4.86E-01,0.20,15000
9884,3.86E-01,3.53E-01,0.20,10000
9885,9.99E-01,1.53E-01,0.20,10000
9886,3.20E-01,2.34E-01,0.20,4000
9887,1.23E-01,2.00E-01,0.20,7500
9888,7.52E-02,2.39E-01,0.20,9000
9889,5.19E-03,6.78E-02,0.20,3000
9890,5.92E-02,3.49E-01,0.20,3600
9891,1.60E-02,1.75E-01,0.20,4375
9892,6.72E-04,6.54E-02,0.20,9000
9893,7.93E-02,3.69E-01,0.20,12000
9894,5.26E-02,1.52E-01,0.20,13600
9895,1.45E-02,3.51E-01,0.20,11250
9896,1.82E-01,2.15E-01,0.20,7200
9897,2.89E-01,5.63E-01,0.20,13750
9898,1.85E-02,4.49E-02,0.20,9125
9899,1.86E-02,3.57E-01,0.20,10000
9900,1.60E-02,2.60E-01,0.20,11000
9901,2.78E-01,2.56E-01,0.20,18000
9902,9.39E-01,4.28E-01,0.20,16200
9903,9.88E-01,4.72E-01,0.20,8400
9904,2.50E-02,2.78E-01,0.20,14900
9905,2.63E-04,4.05E-02,0.20,10000
9906,2.64E-03,1.75E-03,0.20,8500
9907,7.88E-02,2.40E-01,0.20,10000
9908,1.47E-01,1.32E-01,0.20,5000
9909,1.05E-02,3.79E-01,0.20,4900
9910,2.80E-06,3.30E-02,0.20,4325
9911,6.99E-02,2.23E-01,0.20,7500
9912,1.77E-02,2.38E-01,0.20,8000
9913,5.83E-03,2.19E-01,0.20,24000
9914,3.17E-04,1.21E-01,0.20,4100
9915,1.71E-03,1.51E-01,0.20,4000
9916,4.46E-02,6.21E-02,0.20,9000
9917,1.93E-02,1.70E-01,0.20,4000
9918,5.70E-02,7.78E-02,0.20,2500
9919,2.49E-02,2.06E-01,0.20,22000
9920,5.14E-02,1.68E-01,0.20,2000
9921,1.59E-02,4.48E-01,0.20,7500
9922,2.77E-02,3.01E-01,0.20,9000
9923,4.87E-02,1.20E-01,0.20,4000
9924,1.06E-02,1.58E-03,0.20,21000
9925,1.52E-02,2.42E-01,0.20,12000
9926,8.52E-03,1.65E-03,0.20,6000
9927,3.28E-02,8.40E-02,0.20,4800
9928,2.58E-01,1.79E-01,0.20,5000
9929,1.84E-01,3.65E-01,0.20,4800
9930,1.54E-01,5.55E-01,0.20,14000
9931,6.86E-01,3.52E-01,0.20,12000
9932,9.87E-01,4.46E-01,0.20,15000
9933,3.15E-02,1.43E-01,0.20,7750
9934,8.69E-02,2.26E-01,0.20,35000
9935,5.00E-04,3.66E-01,0.20,10000
9936,7.46E-04,2.73E-01,0.20,12000
9937,3.94E-01,3.25E-01,0.20,6000
9938,5.01E-01,3.91E-01,0.20,7000
9939,2.66E-02,1.47E-02,0.20,2100
9940,2.91E-04,4.14E-01,0.20,10000
9941,1.07E-01,3.57E-01,0.20,24000
9942,1.41E-01,3.70E-01,0.20,18500
9943,2.96E-02,1.57E-01,0.20,2400
9944,3.80E-02,3.45E-01,0.20,20000
9945,8.00E-02,2.82E-01,0.20,10000
9946,5.91E-04,4.99E-02,0.20,6000
9947,2.34E-01,5.06E-01,0.20,11200
9948,1.22E-03,3.11E-01,0.20,2000
9949,1.00E+00,5.47E-01,0.20,12000
9950,7.90E-04,2.67E-01,0.20,14000
9951,3.42E-01,2.54E-01,0.20,16000
9952,2.46E-03,3.90E-01,0.20,3500
9953,2.75E-01,1.02E-01,0.20,9600
9954,4.95E-02,2.08E-01,0.20,3500
9955,8.43E-02,5.30E-01,0.20,25000
9956,5.00E-03,2.08E-03,0.20,12000
9957,1.45E-03,3.05E-01,0.20,5000
9958,3.95E-01,3.19E-01,0.20,5000
9959,9.54E-02,3.41E-01,0.20,7000
9960,3.64E-02,2.58E-01,0.20,9000
9961,1.61E-01,1.59E-01,0.20,12000
9962,7.99E-04,4.38E-01,0.20,9000
9963,4.47E-02,1.25E-02,0.20,18000
9964,1.06E-01,2.86E-01,0.20,4000
9965,9.92E-01,4.69E-01,0.20,7000
9966,1.18E-02,1.42E-01,0.20,11500
9967,1.05E-01,5.85E-02,0.20,25000
9968,1.07E-01,3.61E-01,0.20,6000
9969,1.69E-02,6.02E-04,0.20,6000
9970,2.87E-02,1.65E-01,0.20,20000
9971,1.79E-02,7.92E-02,0.20,22000
9972,9.72E-01,4.34E-02,0.20,25000
9973,1.02E-02,2.90E-01,0.20,11000
9974,1.57E-01,5.00E-01,0.20,15000
9975,9.96E-01,3.47E-01,0.20,5775
9976,3.88E-02,1.03E-01,0.20,6500
9977,1.71E-02,1.61E-01,0.20,7200
9978,2.79E-01,2.24E-01,0.20,5000
9979,3.72E-02,3.75E-01,0.20,17000
9980,1.01E-01,8.09E-05,0.20,25000
9981,2.28E-01,3.57E-01,0.20,7475
9982,3.96E-05,2.54E-01,0.20,5000
9983,4.90E-02,6.44E-02,0.20,2100
9984,5.97E-02,3.17E-01,0.20,25000
9985,8.96E-02,3.06E-01,0.20,2500
9986,3.24E-01,1.91E-01,0.20,5000
9987,7.76E-02,1.63E-01,0.20,5000
9988,5.17E-02,1.57E-01,0.20,3600
9989,9.17E-01,3.93E-01,0.20,5000
9990,7.92E-06,2.67E-01,0.20,13250
9991,9.86E-01,2.34E-01,0.20,2000
9992,3.27E-01,3.34E-01,0.20,5000
9993,1.51E-02,8.72E-02,0.20,12000
9994,1.55E-02,4.97E-05,0.20,28000
9995,6.17E-02,3.83E-01,0.20,17475
9996,7.54E-02,1.67E-01,0.20,1200
9997,9.97E-01,4.77E-01,0.20,17500
9998,2.83E-04,1.43E-01,0.20,15000
9999,9.80E-01,1.77E-01,0.20,6000
10000,3.71E-03,4.81E-01,0.20,22000
10001,2.43E-02,2.31E-01,0.20,20500
10002,2.11E-02,3.23E-01,0.20,15000
10003,1.91E-02,2.36E-01,0.20,6000
10004,9.67E-01,2.72E-01,0.20,3600
10005,2.46E-03,5.20E-02,0.20,10000
10006,1.20E-01,3.05E-01,0.20,2875
10007,2.29E-01,3.50E-01,0.20,6000
10008,5.83E-03,1.05E-01,0.20,6000
10009,6.65E-02,2.95E-01,0.20,24000
10010,8.73E-03,5.33E-02,0.20,6000
10011,9.90E-01,1.43E-01,0.20,15000
10012,3.38E-02,3.17E-01,0.20,25000
10013,2.30E-02,8.07E-02,0.20,15000
10014,9.94E-01,4.87E-01,0.20,17500
10015,1.00E+00,5.44E-01,0.20,16450
10016,7.26E-02,3.61E-01,0.20,6000
10017,3.75E-05,4.01E-01,0.20,14400
10018,1.50E-01,1.34E-01,0.20,12000
10019,8.65E-04,2.28E-01,0.20,1800
10020,5.54E-04,3.68E-01,0.20,2500
10021,1.32E-01,5.50E-01,0.20,14000
10022,4.19E-02,2.38E-01,0.20,3200
10023,8.52E-03,3.23E-01,0.20,12000
10024,6.39E-03,2.05E-01,0.20,13000
10025,9.85E-01,4.35E-01,0.20,14400
10026,2.13E-01,5.23E-02,0.20,2300
10027,1.61E-03,1.68E-01,0.20,2000
10028,1.70E-01,2.85E-01,0.20,5000
10029,1.67E-01,1.15E-01,0.20,20700
10030,1.94E-03,2.66E-01,0.20,6000
10031,1.00E+00,4.36E-01,0.20,3500
10032,9.92E-01,4.84E-01,0.20,8500
10033,2.53E-04,1.33E-01,0.20,7000
10034,4.18E-01,3.16E-01,0.20,5000
10035,5.90E-02,5.39E-02,0.20,24000
10036,1.78E-02,2.33E-01,0.20,8000
10037,3.98E-02,1.91E-01,0.20,3450
10038,8.57E-02,3.27E-02,0.20,12000
10039,2.81E-02,2.05E-01,0.20,10000
10040,1.03E-01,3.62E-01,0.20,15000
10041,8.92E-03,5.75E-02,0.20,4000
10042,3.55E-01,3.25E-01,0.20,6000
10043,6.20E-04,3.24E-01,0.20,10950
10044,9.94E-01,4.60E-01,0.20,11000
10045,2.46E-02,6.06E-01,0.20,19200
10046,9.83E-01,4.47E-01,0.20,11200
10047,1.86E-02,1.00E-01,0.20,11000
10048,8.21E-01,3.65E-01,0.20,13750
10049,8.75E-04,2.09E-01,0.20,14000
10050,2.04E-01,2.48E-01,0.20,10000
10051,1.48E-01,1.36E-01,0.20,20500
10052,7.41E-02,2.49E-01,0.20,11200
10053,9.87E-01,2.85E-01,0.20,20000
10054,9.22E-01,4.26E-01,0.20,6625
10055,2.02E-02,6.81E-02,0.20,18000
10056,1.63E-03,1.61E-01,0.20,7200
10057,1.00E+00,5.04E-01,0.20,11500
10058,3.86E-02,1.68E-01,0.20,5000
10059,4.16E-02,3.80E-01,0.20,6000
10060,1.91E-02,4.30E-01,0.20,10625
10061,1.65E-02,5.90E-01,0.20,31825
10062,9.35E-04,1.25E-02,0.20,10000
10063,5.77E-02,8.26E-02,0.20,5000
10064,1.23E-01,3.21E-01,0.20,11500
10065,1.58E-01,3.25E-01,0.20,4500
10066,5.84E-02,3.60E-01,0.20,5500
10067,3.21E-01,9.95E-03,0.20,9000
10068,5.57E-02,1.73E-01,0.20,8000
10069,1.88E-01,2.75E-02,0.20,10000
10070,4.45E-01,3.19E-01,0.20,5000
10071,8.59E-02,3.13E-01,0.20,8500
10072,2.36E-04,4.91E-02,0.20,10000
10073,4.79E-05,1.26E-01,0.20,12000
10074,2.79E-01,2.33E-01,0.20,1000
10075,3.78E-01,1.40E-01,0.20,7200
10076,9.98E-01,4.64E-01,0.20,10000
10077,4.97E-02,4.55E-01,0.20,18000
10078,9.48E-03,2.65E-01,0.20,9350
10079,1.38E-01,4.51E-03,0.20,25000
10080,1.27E-02,3.10E-01,0.20,8400
10081,1.00E+00,4.72E-01,0.20,3500
10082,5.86E-03,2.99E-02,0.20,5000
10083,6.87E-03,1.25E-01,0.20,12000
10084,5.73E-03,9.70E-03,0.20,8000
10085,2.32E-01,2.89E-01,0.20,2000
10086,9.95E-01,4.44E-01,0.20,10000
10087,1.76E-02,4.01E-01,0.20,6000
10088,1.00E-01,1.55E-01,0.20,5250
10089,2.87E-03,3.62E-01,0.20,17000
10090,1.30E-01,1.44E-01,0.20,9000
10091,6.68E-03,1.34E-02,0.20,5000
10092,7.15E-04,2.29E-01,0.20,17000
10093,2.58E-02,2.35E-01,0.20,9600
10094,9.50E-01,4.74E-01,0.20,10000
10095,9.88E-01,4.99E-01,0.20,12000
10096,9.98E-01,5.33E-01,0.20,13750
10097,9.96E-01,2.39E-02,0.20,6000
10098,3.86E-01,4.32E-01,0.20,16000
10099,2.28E-04,3.42E-01,0.20,9000
10100,1.84E-03,3.49E-01,0.20,3600
10101,1.30E-01,7.55E-02,0.20,20000
10102,3.58E-03,3.18E-01,0.20,22000
10103,1.46E-01,2.91E-01,0.20,3000
10104,2.55E-02,8.07E-02,0.20,15000
10105,1.23E-01,1.85E-01,0.20,5200
10106,8.48E-02,8.93E-02,0.20,500
10107,9.91E-01,4.74E-01,0.20,8500
10108,1.35E-04,8.45E-02,0.20,6000
10109,7.05E-04,1.89E-01,0.20,4500
10110,7.75E-02,6.21E-02,0.20,9000
10111,2.33E-01,2.03E-01,0.20,7000
10112,1.77E-01,1.33E-01,0.20,5000
10113,4.91E-03,1.27E-01,0.20,8400
10114,4.35E-02,3.38E-01,0.20,6800
10115,1.70E-02,1.38E-01,0.20,5500
10116,7.65E-02,3.60E-01,0.20,4800
10117,9.30E-03,5.00E-02,0.20,6400
10118,1.99E-02,2.62E-01,0.20,11075
10119,2.08E-02,3.21E-01,0.20,10000
10120,1.11E-01,3.99E-01,0.20,1500
10121,1.33E-01,3.49E-01,0.20,18000
10122,1.00E+00,5.18E-01,0.20,20000
10123,1.59E-03,1.32E-01,0.20,5000
10124,2.79E-04,7.54E-03,0.20,5225
10125,1.88E-01,1.13E-01,0.20,2400
10126,2.23E-01,2.88E-01,0.20,1500
10127,9.11E-03,2.76E-01,0.20,5500
10128,1.61E-04,2.81E-01,0.20,12000
10129,9.35E-01,2.88E-01,0.20,2400
10130,5.09E-02,1.74E-01,0.20,10000
10131,2.99E-01,2.41E-01,0.20,1000
10132,1.25E-04,1.36E-01,0.20,4200
10133,9.94E-01,4.12E-01,0.20,4000
10134,9.96E-01,5.52E-01,0.20,19750
10135,2.47E-01,1.74E-01,0.20,2000
10136,1.01E-03,7.17E-02,0.20,10000
10137,1.86E-01,1.80E-01,0.20,10000
10138,2.88E-04,1.79E-02,0.20,5000
10139,1.44E-02,1.50E-02,0.20,8000
10140,9.98E-01,4.93E-01,0.20,22000
10141,3.51E-04,1.21E-01,0.20,2200
10142,3.32E-02,5.30E-01,0.20,25000
10143,4.42E-03,9.95E-02,0.20,2000
10144,1.16E-01,3.55E-01,0.20,19000
10145,4.04E-03,4.30E-01,0.20,7000
10146,5.36E-02,3.18E-02,0.20,12500
10147,9.90E-01,2.77E-01,0.20,19000
10148,5.86E-02,3.34E-02,0.20,10000
10149,4.47E-02,2.66E-01,0.20,11500
10150,4.00E-02,4.75E-01,0.20,18000
10151,1.82E-01,4.15E-01,0.20,8125
10152,1.41E-01,1.67E-01,0.20,2650
10153,9.78E-01,3.56E-01,0.20,6525
10154,1.84E-03,3.85E-01,0.20,10000
10155,3.96E-03,6.00E-02,0.20,12000
10156,3.89E-03,3.46E-02,0.20,6575
10157,1.40E-02,3.60E-01,0.20,5775
10158,9.74E-01,4.64E-02,0.20,16000
10159,1.90E-03,1.00E-01,0.20,7000
10160,1.19E-01,2.97E-01,0.20,9500
10161,9.84E-01,3.22E-01,0.20,4000
10162,2.98E-02,1.62E-01,0.20,4200
10163,1.95E-01,2.51E-01,0.20,2000
10164,2.23E-02,2.79E-01,0.20,10000
10165,1.43E-02,2.05E-01,0.20,10000
10166,2.49E-02,3.85E-02,0.20,9500
10167,1.20E-02,2.77E-01,0.20,8000
10168,2.62E-01,2.23E-01,0.20,6000
10169,2.23E-01,3.49E-01,0.20,7500
10170,5.40E-02,1.98E-01,0.20,5000
10171,1.48E-01,4.00E-01,0.20,7000
10172,1.29E-03,1.65E-01,0.20,8000
10173,6.23E-04,1.35E-01,0.20,9000
10174,2.55E-02,3.72E-01,0.20,14000
10175,9.96E-01,4.52E-01,0.20,15625
10176,2.13E-02,4.05E-01,0.20,10000
10177,2.99E-04,2.25E-01,0.20,12000
10178,1.55E-01,1.08E-01,0.20,1000
10179,9.99E-01,5.50E-01,0.20,13250
10180,2.41E-04,6.08E-01,0.20,18000
10181,5.19E-02,2.37E-01,0.20,25000
10182,7.96E-02,2.49E-01,0.20,7800
10183,2.50E-02,2.83E-01,0.20,10800
10184,9.81E-01,4.07E-01,0.20,8575
10185,9.70E-04,9.99E-02,0.20,10000
10186,4.64E-03,1.29E-01,0.20,12375
10187,4.54E-03,4.81E-02,0.20,6000
10188,3.64E-03,7.71E-02,0.20,24000
10189,6.88E-04,1.23E-02,0.20,22000
10190,1.50E-01,4.02E-01,0.20,9000
10191,2.18E-01,3.11E-01,0.20,5000
10192,5.07E-02,3.18E-01,0.20,6075
10193,2.16E-03,1.90E-01,0.20,5650
10194,8.85E-03,3.16E-01,0.20,20000
10195,1.56E-01,1.88E-01,0.20,4800
10196,2.11E-02,1.53E-01,0.20,18000
10197,2.60E-02,2.60E-01,0.20,24250
10198,9.86E-01,4.60E-01,0.20,6225
10199,4.98E-04,4.61E-02,0.20,9000
10200,2.25E-02,1.04E-02,0.20,14000
10201,9.98E-01,4.64E-01,0.20,5000
10202,1.93E-02,1.28E-01,0.20,9600
10203,9.53E-01,6.60E-02,0.20,1500
10204,1.27E-02,1.10E-01,0.20,25000
10205,9.99E-01,5.55E-01,0.20,18000
10206,7.59E-02,1.64E-01,0.20,4000
10207,1.71E-02,8.54E-02,0.20,8000
10208,3.98E-02,3.99E-01,0.20,20000
10209,6.35E-01,9.19E-02,0.20,8000
10210,1.90E-01,4.90E-01,0.20,25000
10211,1.72E-04,3.57E-01,0.20,6600
10212,9.99E-01,3.42E-01,0.20,20000
10213,4.53E-02,3.98E-01,0.20,7000
10214,1.27E-03,1.22E-01,0.20,3000
10215,3.38E-03,1.62E-01,0.20,3600
10216,9.99E-01,6.90E-01,0.20,20000
10217,4.18E-04,3.43E-01,0.20,4000
10218,1.40E-03,2.73E-01,0.20,5000
10219,6.79E-02,1.71E-02,0.20,9600
10220,8.56E-02,7.18E-02,0.20,6000
10221,1.56E-04,4.01E-01,0.20,12000
10222,1.81E-01,2.03E-01,0.20,15000
10223,2.72E-04,4.09E-02,0.20,12000
10224,7.63E-03,1.57E-01,0.20,8800
10225,1.89E-02,3.45E-01,0.20,11000
10226,1.61E-02,9.49E-02,0.20,25000
10227,2.80E-03,3.62E-02,0.20,10800
10228,4.16E-01,1.65E-01,0.20,5200
10229,1.53E-02,7.78E-02,0.20,15000
10230,1.50E-03,4.76E-01,0.20,10000
10231,9.99E-01,4.30E-01,0.20,14000
10232,9.95E-01,3.88E-01,0.20,3000
10233,4.24E-01,9.75E-02,0.20,5200
10234,1.03E-02,1.07E-01,0.20,4700
10235,1.45E-02,1.69E-01,0.20,3975
10236,2.46E-02,2.91E-01,0.20,8650
10237,9.68E-01,3.47E-02,0.20,21000
10238,1.54E-01,2.90E-01,0.20,10000
10239,1.01E-01,2.63E-01,0.20,10000
10240,7.10E-03,1.01E-01,0.20,12200
10241,1.58E-01,1.45E-01,0.20,1500
10242,3.49E-02,9.95E-02,0.20,7000
10243,2.83E-04,2.65E-01,0.20,12000
10244,1.64E-01,1.35E-01,0.20,8650
10245,3.96E-02,2.00E-01,0.20,4000
10246,7.53E-03,4.63E-02,0.20,17000
10247,2.12E-01,4.35E-01,0.20,7500
10248,1.10E-01,3.23E-01,0.20,2500
10249,8.12E-04,8.58E-02,0.20,16000
10250,4.21E-01,3.70E-01,0.20,1800
10251,3.34E-02,1.14E-01,0.20,8000
10252,4.37E-02,2.20E-01,0.20,9975
10253,2.49E-02,5.40E-02,0.20,4500
10254,1.43E-04,1.24E-01,0.20,6250
10255,9.93E-01,3.51E-01,0.20,5600
10256,5.82E-02,7.40E-03,0.20,3000
10257,1.09E-03,1.79E-01,0.20,4600
10258,3.28E-03,1.34E-01,0.20,6300
10259,1.80E-03,2.58E-01,0.20,1250
10260,2.59E-02,7.10E-02,0.20,8000
10261,4.65E-02,2.84E-01,0.20,11000
10262,2.29E-03,1.25E-01,0.20,12000
10263,1.46E-04,1.17E-02,0.20,6000
10264,5.00E-02,8.72E-02,0.20,12000
10265,3.98E-02,2.56E-01,0.20,7000
10266,7.63E-02,4.22E-01,0.20,7500
10267,9.91E-01,4.37E-01,0.20,12000
10268,1.53E-02,6.12E-02,0.20,20000
10269,1.26E-01,8.83E-02,0.20,3800
10270,3.49E-04,4.64E-01,0.20,9250
10271,7.49E-05,1.24E-01,0.20,10000
10272,3.80E-03,1.26E-02,0.20,12000
10273,1.99E-01,3.09E-01,0.20,1500
10274,1.06E-02,2.05E-01,0.20,10000
10275,4.45E-02,2.42E-01,0.20,12000
10276,1.23E-01,2.33E-01,0.20,10000
10277,2.98E-05,3.95E-01,0.20,10400
10278,9.99E-01,5.05E-01,0.20,13000
10279,1.92E-02,4.53E-02,0.20,13000
10280,2.05E-03,2.38E-01,0.20,8000
10281,1.98E-02,1.01E-01,0.20,12000
10282,7.20E-02,1.64E-01,0.20,6300
10283,1.60E-01,3.52E-01,0.20,6000
10284,1.45E-02,2.03E-01,0.20,4200
10285,9.96E-01,4.09E-01,0.20,22400
10286,2.35E-01,2.43E-01,0.20,7500
10287,2.12E-02,2.16E-01,0.20,3000
10288,9.72E-01,2.59E-01,0.20,6000
10289,1.40E-03,4.35E-01,0.20,7500
10290,8.10E-03,1.58E-01,0.20,21000
10291,9.99E-01,2.34E-01,0.20,2500
10292,7.10E-04,3.20E-01,0.20,12000
10293,3.87E-02,1.62E-01,0.20,5000
10294,7.24E-03,3.33E-01,0.20,20000
10295,9.81E-01,4.61E-01,0.20,6500
10296,3.74E-02,3.09E-01,0.20,14000
10297,6.69E-02,3.43E-01,0.20,12000
10298,3.04E-01,2.72E-01,0.20,15000
10299,8.84E-01,2.17E-01,0.20,1000
10300,9.43E-02,2.14E-01,0.20,9000
10301,6.43E-04,1.27E-01,0.20,6500
10302,4.22E-02,9.34E-02,0.20,2100
10303,9.41E-01,2.85E-01,0.20,5000
10304,2.49E-04,1.48E-01,0.20,3200
10305,1.89E-01,1.93E-01,0.20,7000
10306,7.85E-03,1.76E-01,0.20,12000
10307,9.99E-01,5.43E-01,0.20,13000
10308,1.95E-01,3.70E-01,0.20,15000
10309,3.38E-04,2.53E-01,0.20,8000
10310,9.39E-03,3.80E-02,0.20,21500
10311,6.88E-02,1.52E-01,0.20,3500
10312,1.15E-01,2.15E-01,0.20,17500
10313,2.04E-02,2.67E-01,0.20,17000
10314,2.91E-02,9.79E-02,0.20,13200
10315,1.00E+00,4.88E-01,0.20,5000
10316,5.65E-03,1.26E-01,0.20,4500
10317,4.33E-02,2.34E-03,0.20,15000
10318,1.81E-02,1.32E-01,0.20,4000
10319,7.16E-03,1.86E-01,0.20,8850
10320,2.64E-03,2.53E-01,0.20,10650
10321,9.88E-01,4.14E-01,0.20,4000
10322,5.04E-02,2.80E-01,0.20,20000
10323,1.95E-02,9.81E-02,0.20,18000
10324,3.52E-03,3.61E-01,0.20,15000
10325,2.79E-02,9.15E-02,0.20,5300
10326,2.56E-03,2.04E-01,0.20,15600
10327,6.16E-01,2.34E-01,0.20,15000
10328,2.87E-03,3.42E-01,0.20,7500
10329,1.09E-01,3.31E-01,0.20,1500
10330,8.90E-03,2.51E-01,0.20,4850
10331,7.95E-03,4.42E-01,0.20,8400
10332,1.54E-03,5.07E-01,0.20,12000
10333,9.76E-01,3.50E-01,0.20,12000
10334,9.88E-01,3.24E-01,0.20,6725
10335,1.75E-01,1.76E-01,0.20,12000
10336,6.89E-02,3.53E-01,0.20,4800
10337,1.08E-01,2.49E-01,0.20,6000
10338,3.45E-02,1.37E-01,0.20,11125
10339,1.68E-02,2.42E-01,0.20,12000
10340,1.52E-02,2.93E-02,0.20,11000
10341,5.20E-02,2.08E-01,0.20,20000
10342,5.77E-02,3.66E-01,0.20,3000
10343,1.79E-02,1.40E-02,0.20,10000
10344,6.85E-03,1.53E-01,0.20,7400
10345,9.92E-01,2.14E-01,0.20,5200
10346,9.84E-01,1.03E-01,0.20,5000
10347,9.94E-01,4.25E-01,0.20,8000
10348,3.30E-01,3.64E-01,0.20,2000
10349,3.70E-03,7.38E-02,0.20,12000
10350,9.28E-03,1.23E-01,0.20,8000
10351,3.35E-02,1.47E-01,0.20,1600
10352,2.21E-01,2.73E-01,0.20,4800
10353,1.05E-02,1.23E-01,0.20,8000
10354,9.34E-03,7.25E-02,0.20,12000
10355,4.50E-02,3.24E-01,0.20,9000
10356,6.06E-05,1.13E-01,0.20,5600
10357,1.48E-02,9.90E-02,0.20,19000
10358,1.14E-02,1.34E-01,0.20,15000
10359,3.45E-03,9.13E-02,0.20,3000
10360,4.72E-04,2.30E-02,0.20,7200
10361,1.96E-03,2.24E-01,0.20,8000
10362,1.03E-01,3.50E-01,0.20,15000
10363,3.14E-03,1.45E-01,0.20,6000
10364,1.57E-02,1.99E-01,0.20,21000
10365,1.51E-02,6.54E-02,0.20,14000
10366,4.13E-04,6.98E-02,0.20,10000
10367,1.73E-02,1.74E-01,0.20,10000
10368,3.42E-01,3.41E-01,0.20,3800
10369,1.00E+00,4.77E-01,0.20,4800
10370,1.24E-01,4.05E-01,0.20,10000
10371,1.91E-03,1.28E-01,0.20,7500
10372,5.93E-02,8.81E-02,0.20,14000
10373,1.91E-01,3.42E-01,0.20,20000
10374,3.31E-04,1.60E-01,0.20,7125
10375,9.77E-03,4.13E-03,0.20,20000
10376,2.57E-04,3.23E-02,0.20,4000
10377,4.65E-02,4.37E-01,0.20,14650
10378,2.76E-02,2.57E-01,0.20,12000
10379,1.43E-02,2.10E-01,0.20,11000
10380,1.72E-03,7.12E-01,0.20,21250
10381,6.25E-02,4.96E-01,0.20,15000
10382,7.47E-02,3.50E-01,0.20,6000
10383,3.41E-02,1.72E-01,0.20,7000
10384,7.81E-06,1.27E-01,0.20,5000
10385,1.00E+00,5.53E-01,0.20,16000
10386,6.94E-03,2.81E-01,0.20,12375
10387,6.98E-05,1.60E-01,0.20,9000
10388,2.56E-03,4.16E-01,0.20,5000
10389,7.66E-03,2.62E-01,0.20,5400
10390,4.22E-02,1.32E-01,0.20,16000
10391,1.08E-01,2.28E-01,0.20,12000
10392,2.79E-02,3.05E-01,0.20,3175
10393,1.73E-02,2.13E-01,0.20,3600
10394,2.85E-03,2.62E-01,0.20,9200
10395,9.84E-01,2.92E-01,0.20,25000
10396,2.17E-02,2.43E-01,0.20,12800
10397,2.74E-04,4.21E-02,0.20,10000
10398,7.70E-03,3.27E-02,0.20,9050
10399,4.86E-03,2.62E-01,0.20,7500
10400,1.00E+00,7.57E-02,0.20,6000
10401,1.79E-02,5.55E-02,0.20,15000
10402,7.11E-03,5.01E-02,0.20,28000
10403,9.29E-02,3.55E-01,0.20,3500
10404,3.27E-02,2.51E-01,0.20,6000
10405,6.95E-03,9.78E-02,0.20,7125
10406,6.33E-01,3.02E-01,0.20,5000
10407,2.24E-02,1.71E-01,0.20,20000
10408,1.03E-01,1.63E-02,0.20,8000
