,gbt_prob_default,lr_prob_default,lgd,loan_amnt
887,3.11E-01,3.66E-01,0.2,10000
887,4.22E-01,3.42E-02,0.2,7200
887,5.22E-01,2.05E-01,0.2,10000
887,6.12E-01,3.27E-01,0.2,9500
887,7.82E-01,1.36E-01,0.2,25000
887,8.82E-01,3.23E-01,0.2,2500
887,1.00E+01,2.30E-01,0.2,1500
888,1.45E-01,3.48E-01,0.2,10000
888,1.18E-02,1.04E-01,0.2,10000
888,2.27E-01,3.75E-01,0.2,11500
888,3.13E-01,3.31E-04,0.2,25000
888,4.99E+00,5.34E-01,0.2,9600
888,5.13E+00,4.69E-02,0.2,5000
888,6.21E-02,3.16E-01,0.2,6000
888,7.26E-02,3.08E-01,0.2,5000
888,8.44E-01,1.15E-01,0.2,5000
888,9.15E-01,1.74E-01,0.2,10000
889,2.84E-02,1.03E-01,0.2,8000
889,2.00E+00,1.93E-01,0.2,7000
889,2.13E-02,1.22E-01,0.2,3200
889,3.99E+00,1.80E-01,0.2,10000
889,4.85E-01,2.60E-01,0.2,4800
889,5.45E-02,4.08E-02,0.2,15000
889,6.96E+00,2.57E-01,0.2,5000
889,7.53E-04,3.03E-01,0.2,13000
889,8.24E+00,4.48E-02,0.2,25000
889,9.14E-01,1.84E-01,0.2,14400
890,1.33E-03,1.19E-01,0.2,6125
890,1.38E-01,1.04E-01,0.2,10750
890,2.42E-03,3.81E-01,0.2,3000
890,3.99E+00,4.33E-01,0.2,6950
890,4.12E-01,4.51E-02,0.2,19200
890,5.29E-01,9.70E-02,0.2,15000
890,7.00E+00,5.45E-01,0.2,18000
890,7.70E-02,1.15E-01,0.2,30000
890,9.00E+00,5.97E-01,0.2,13250
890,9.25E-01,3.69E-01,0.2,2600
891,3.71E-01,1.71E-01,0.2,15000
891,1.97E+00,2.69E-01,0.2,6000
891,2.93E-03,3.30E-01,0.2,12000
891,3.54E-01,1.39E-01,0.2,20000
891,4.34E-01,2.42E-01,0.2,5000
891,5.15E+00,3.05E-01,0.2,4000
891,7.00E+00,4.46E-01,0.2,2150
891,7.99E+00,2.87E-01,0.2,9800
891,8.93E+00,2.54E-01,0.2,3000
891,9.13E+00,3.87E-01,0.2,12400
892,4.69E-02,8.07E-02,0.2,15000
892,1.33E-02,4.19E-01,0.2,6000
892,2.19E-01,1.90E-01,0.2,10000
892,3.17E-03,3.95E-01,0.2,12000
892,5.00E+00,4.72E-01,0.2,16000
892,6.00E+00,4.16E-01,0.2,15000
892,6.11E-02,2.48E-01,0.2,10000
892,7.73E-01,3.29E-01,0.2,16400
892,8.43E-01,2.17E-01,0.2,8000
892,9.29E-01,3.55E-01,0.2,3000
893,2.37E-04,7.75E-02,0.2,7000
893,1.98E+00,4.75E-01,0.2,7000
893,2.71E-01,1.70E-01,0.2,12000
893,3.33E-03,4.49E-01,0.2,10950
893,4.88E+00,6.23E-05,0.2,18000
893,5.54E-03,1.62E-01,0.2,5000
893,6.22E-01,3.04E-02,0.2,7200
893,7.81E-04,2.83E-01,0.2,6400
893,8.29E-01,7.94E-02,0.2,4600
893,9.19E+00,2.05E-01,0.2,15000
894,2.14E-02,1.21E-01,0.2,6000
894,1.73E-01,1.43E-01,0.2,7000
894,2.65E-03,3.60E-01,0.2,7000
894,3.43E-03,8.90E-02,0.2,16000
894,4.54E-02,5.12E-01,0.2,8500
894,5.10E-01,1.17E-01,0.2,8000
894,7.00E+00,9.25E-02,0.2,7500
894,7.37E-01,3.05E-01,0.2,15000
894,8.25E-01,2.95E-01,0.2,10000
894,9.56E-01,1.51E-01,0.2,5000
895,5.80E-02,3.25E-01,0.2,2200
895,1.27E+00,1.39E-01,0.2,12000
895,2.48E-01,4.51E-01,0.2,19725
895,3.87E-01,1.10E-01,0.2,25000
895,4.52E-01,8.46E-03,0.2,12000
895,5.24E-02,2.10E-02,0.2,6000
895,6.99E+00,5.71E-02,0.2,8400
895,7.17E+00,2.34E-01,0.2,7000
895,8.44E-01,3.53E-02,0.2,6000
895,9.76E-02,5.90E-02,0.2,5000
896,5.63E-02,2.11E-01,0.2,3500
896,1.30E-03,2.03E-01,0.2,14000
896,3.00E+00,5.83E-01,0.2,12250
896,3.10E+00,3.02E-01,0.2,3500
896,4.31E-01,1.94E-01,0.2,4800
896,5.36E-01,1.30E-02,0.2,4000
896,6.98E+00,4.72E-01,0.2,12000
896,7.30E-01,2.90E-02,0.2,1600
896,8.20E-01,2.31E-01,0.2,19000
896,9.28E-01,1.24E-02,0.2,6000
897,1.08E-02,9.22E-02,0.2,5000
897,2.00E+00,4.44E-01,0.2,10000
897,2.17E-02,1.82E-01,0.2,4800
897,3.44E-03,9.61E-03,0.2,17000
897,4.22E-01,4.52E-03,0.2,24250
897,5.66E+00,1.47E-01,0.2,24000
897,6.99E+00,6.25E-01,0.2,12000
897,7.52E-02,2.90E-02,0.2,20000
897,8.44E+00,3.13E-01,0.2,22000
897,9.34E-01,3.44E-01,0.2,12000
898,4.46E-02,2.74E-01,0.2,6000
898,1.79E-01,4.15E-01,0.2,4500
898,2.66E-01,1.57E-01,0.2,5000
898,3.34E-01,8.63E-02,0.2,10000
898,4.18E-03,4.50E-01,0.2,22750
898,6.00E+00,4.38E-01,0.2,10000
898,6.41E-02,1.39E-01,0.2,9600
898,7.11E+00,1.56E-01,0.2,2700
898,8.58E+00,2.15E-01,0.2,4500
898,9.41E-01,2.51E-01,0.2,10000
899,4.34E-02,2.19E-01,0.2,7000
899,1.34E-01,4.52E-02,0.2,3500
899,2.96E-02,1.16E-02,0.2,15000
899,3.49E-01,4.54E-01,0.2,1000
899,4.21E+00,2.20E-01,0.2,8000
899,5.60E-01,2.51E-01,0.2,20000
899,6.21E+00,2.59E-01,0.2,1950
899,7.99E+00,5.01E-01,0.2,21250
899,8.16E+00,3.25E-01,0.2,6000
899,9.90E-05,3.98E-01,0.2,12000
900,8.77E-02,9.64E-02,0.2,1675
900,1.63E-02,1.73E-03,0.2,6500
900,2.28E+00,4.05E-01,0.2,8500
900,3.59E-01,2.47E-01,0.2,9800
900,4.20E-02,5.20E-02,0.2,3000
900,5.55E+00,3.02E-01,0.2,5000
900,6.11E-01,2.44E-01,0.2,8300
900,7.14E+00,4.66E-02,0.2,14400
900,8.16E+00,1.64E-01,0.2,10000
900,9.89E-01,3.97E-01,0.2,15000
901,2.58E-02,3.37E-01,0.2,5000
901,1.17E-02,1.78E-01,0.2,14000
901,2.22E+00,2.77E-01,0.2,5000
901,3.84E-01,6.29E-02,0.2,3000
901,4.86E-03,3.90E-01,0.2,10000
901,5.12E+00,4.28E-01,0.2,5000
901,6.48E-01,1.05E-01,0.2,3275
901,7.40E-01,2.31E-01,0.2,1200
901,8.99E+00,3.30E-01,0.2,10000
901,9.11E+00,4.58E-01,0.2,6000
902,1.89E-01,1.86E-01,0.2,2000
902,1.86E-01,3.78E-01,0.2,2000
902,2.10E-02,5.72E-01,0.2,16750
902,3.23E+00,3.59E-01,0.2,15000
902,4.62E-01,2.24E-01,0.2,1500
902,5.94E+00,1.79E-01,0.2,14000
902,6.96E+00,1.41E-01,0.2,20000
902,7.72E-02,1.97E-01,0.2,6000
902,8.24E+00,3.62E-01,0.2,9750
902,9.22E+00,4.20E-01,0.2,25000
903,2.84E-03,3.83E-01,0.2,8000
903,1.69E-02,2.19E-01,0.2,7000
903,2.38E-01,2.13E-01,0.2,1000
903,3.21E-01,2.90E-01,0.2,9000
903,4.24E-04,2.54E-01,0.2,5000
903,5.17E-01,4.18E-02,0.2,16000
903,6.26E-03,1.85E-01,0.2,8800
903,7.54E-01,2.24E-01,0.2,20675
903,8.20E-01,3.85E-01,0.2,10000
903,9.13E+00,1.11E-01,0.2,10000
904,2.19E-01,2.12E-01,0.2,10000
904,1.61E-01,6.58E-02,0.2,8000
904,2.99E+00,4.78E-01,0.2,9000
904,3.43E-01,2.52E-01,0.2,10000
904,4.57E-02,1.06E-02,0.2,2000
904,5.11E+00,2.80E-01,0.2,4000
904,6.19E-01,5.82E-02,0.2,6000
904,7.15E-02,6.49E-01,0.2,20000
904,8.28E-01,1.62E-01,0.2,10000
904,9.12E-02,1.61E-02,0.2,20000
905,9.28E-01,3.11E-02,0.2,4000
905,1.66E-04,3.31E-01,0.2,4000
905,2.41E+00,1.67E-01,0.2,12500
905,3.22E-01,4.96E-02,0.2,12000
905,4.15E-01,1.49E-01,0.2,12000
905,5.38E-02,1.67E-02,0.2,9000
905,6.20E-01,4.49E-03,0.2,6000
905,7.39E-02,1.05E-01,0.2,3700
905,8.43E+00,2.14E-01,0.2,1400
905,9.18E+00,2.88E-01,0.2,1325
906,1.88E-03,2.02E-01,0.2,6000
906,1.30E-03,1.67E-01,0.2,4200
906,3.00E+00,5.63E-01,0.2,14500
906,3.27E-03,3.55E-01,0.2,8000
906,4.27E-02,1.79E-01,0.2,6500
906,5.13E-01,2.61E-01,0.2,6300
906,6.84E-03,2.81E-01,0.2,12000
906,7.99E+00,4.33E-01,0.2,14500
906,8.36E-03,1.93E-02,0.2,10000
906,9.32E-01,2.82E-01,0.2,19600
907,1.37E-02,2.73E-02,0.2,1500
907,1.22E-01,5.41E-02,0.2,4000
907,2.24E-03,3.66E-01,0.2,10000
907,3.21E+00,2.89E-01,0.2,12000
907,4.61E-01,4.38E-01,0.2,9000
907,6.00E+00,3.50E-01,0.2,18000
907,6.55E-02,5.93E-02,0.2,6575
907,7.13E-01,1.16E-01,0.2,15000
907,8.67E-01,1.28E-01,0.2,10000
907,9.23E-03,3.90E-01,0.2,6000
908,1.00E+00,4.80E-01,0.2,4000
908,1.39E+00,1.91E-01,0.2,5000
908,2.17E-02,3.46E-01,0.2,16000
908,3.15E-01,2.00E-01,0.2,4000
908,4.43E-01,1.80E-01,0.2,9200
908,5.14E-01,4.30E-01,0.2,15000
908,6.16E-01,9.65E-02,0.2,3200
908,7.14E-01,1.43E-01,0.2,15000
908,8.15E-02,4.17E-01,0.2,12000
908,9.98E+00,2.95E-01,0.2,4000
909,2.15E-02,6.00E-02,0.2,12000
909,1.32E-01,3.40E-01,0.2,4000
909,2.99E+00,4.57E-01,0.2,9175
909,3.18E-02,8.63E-02,0.2,10000
909,4.93E+00,3.08E-01,0.2,6000
909,5.78E-02,2.06E-01,0.2,8000
909,6.49E-03,2.93E-01,0.2,22000
909,7.30E-02,4.08E-02,0.2,2500
909,8.11E+00,1.16E-02,0.2,15000
909,9.32E-02,2.89E-01,0.2,4800
910,5.44E-03,3.62E-02,0.2,7000
910,1.91E-02,2.29E-01,0.2,1850
910,2.81E+00,2.69E-01,0.2,8000
910,3.42E-01,5.75E-02,0.2,4000
910,4.43E-02,8.68E-02,0.2,14600
910,5.95E+00,6.36E-02,0.2,5000
910,7.00E+00,5.04E-01,0.2,10000
910,7.97E+00,3.36E-01,0.2,30000
910,8.78E-01,3.15E-01,0.2,4500
910,9.23E-01,2.27E-01,0.2,9300
911,6.08E-02,4.31E-01,0.2,10000
911,1.36E-01,2.01E-01,0.2,5600
911,2.30E+00,1.93E-01,0.2,7000
911,3.96E-01,3.70E-01,0.2,1700
911,4.39E-01,2.86E-01,0.2,16000
911,5.98E-04,2.95E-01,0.2,6000
911,6.26E+00,1.51E-01,0.2,3500
911,8.00E+00,4.26E-01,0.2,2800
911,8.23E-03,1.47E-01,0.2,10000
911,9.26E-01,1.97E-01,0.2,9500
912,1.05E-02,2.63E-01,0.2,9400
912,1.55E-02,8.48E-02,0.2,3000
912,2.32E-01,1.59E-01,0.2,14625
912,3.27E-01,6.68E-02,0.2,3600
912,4.14E-01,2.00E-01,0.2,4000
912,6.00E+00,9.10E-02,0.2,6000
912,6.42E-01,2.71E-02,0.2,15000
912,7.58E-03,2.80E-01,0.2,7000
912,8.99E-03,7.49E-02,0.2,16000
912,9.71E-04,1.76E-01,0.2,12000
913,5.64E-01,2.18E-01,0.2,16000
913,1.60E-02,4.58E-02,0.2,5525
913,2.22E-02,3.62E-01,0.2,8000
913,3.27E+00,2.60E-01,0.2,14400
913,4.26E-01,1.57E-01,0.2,6000
913,5.64E-01,8.97E-02,0.2,10400
913,6.13E+00,9.65E-02,0.2,8500
913,7.75E-02,2.58E-01,0.2,3300
913,8.23E-01,3.14E-02,0.2,15000
913,9.97E+00,2.47E-01,0.2,2400
914,1.99E-02,3.59E-01,0.2,4000
914,1.22E-01,1.32E-02,0.2,20000
914,2.43E-01,9.82E-02,0.2,3000
914,3.13E-01,6.30E-02,0.2,4900
914,4.11E+00,3.08E-01,0.2,6000
914,5.25E-01,2.71E-01,0.2,8500
914,6.16E+00,4.12E-01,0.2,8000
914,7.19E+00,3.67E-01,0.2,3500
914,8.27E-01,4.27E-03,0.2,15000
914,9.97E+00,4.20E-01,0.2,14000
915,3.06E-02,3.21E-01,0.2,10000
915,1.32E-03,5.53E-02,0.2,5500
915,2.23E-01,9.67E-02,0.2,3600
915,3.33E-01,3.98E-01,0.2,12000
915,4.13E+00,1.61E-01,0.2,14000
915,6.00E+00,5.48E-01,0.2,15000
915,6.49E-01,2.10E-02,0.2,15000
915,7.99E+00,4.77E-01,0.2,8000
915,8.16E-01,5.29E-02,0.2,24000
915,9.13E-02,3.41E-02,0.2,14000
916,5.52E-02,3.96E-01,0.2,3600
916,1.30E-01,1.49E-01,0.2,9000
916,2.25E-01,8.63E-03,0.2,8400
916,3.51E-01,2.74E-01,0.2,6000
916,4.44E-01,1.20E-01,0.2,4400
916,5.55E-01,2.28E-01,0.2,6000
916,6.55E-01,2.07E-01,0.2,15000
916,7.98E+00,4.22E-01,0.2,16000
916,8.24E+00,1.47E-01,0.2,9600
916,9.13E+00,1.48E-01,0.2,2500
917,1.81E-02,3.03E-02,0.2,6400
917,1.28E-01,1.19E-01,0.2,9600
917,3.00E+00,5.48E-01,0.2,20000
917,3.16E-01,2.08E-02,0.2,16775
917,4.53E-01,1.58E-01,0.2,12000
917,5.18E-02,6.00E-02,0.2,12000
917,6.54E-02,5.17E-02,0.2,9000
917,7.66E-01,1.26E-01,0.2,1500
917,8.72E-02,1.47E-01,0.2,10000
917,9.34E+00,3.24E-01,0.2,5000
918,9.99E-01,4.95E-01,0.2,25000
918,2.00E+00,4.82E-01,0.2,16000
918,2.66E-02,1.25E-01,0.2,12000
918,3.30E+00,7.25E-02,0.2,5000
918,4.93E+00,2.09E-01,0.2,2500
918,5.12E-01,2.60E-01,0.2,5300
918,6.48E-01,3.35E-01,0.2,3000
918,7.30E+00,3.11E-01,0.2,5000
918,8.29E-01,2.51E-01,0.2,7500
918,1.00E+01,4.16E-01,0.2,15000
919,2.60E-01,4.05E-01,0.2,20000
919,1.14E-01,8.07E-02,0.2,15000
919,2.47E-01,2.16E-01,0.2,3000
919,3.37E-01,3.77E-01,0.2,9800
919,4.21E-01,6.26E-02,0.2,20000
919,5.14E+00,2.54E-01,0.2,15000
919,6.36E-01,2.88E-01,0.2,18000
919,7.99E+00,5.57E-01,0.2,18250
919,8.40E-02,3.12E-01,0.2,6750
919,9.19E-02,1.69E-01,0.2,10000
920,5.66E-02,2.27E-01,0.2,3600
920,1.41E-01,3.50E-01,0.2,15000
920,2.22E-04,5.26E-02,0.2,5000
920,3.18E-02,3.01E-01,0.2,6250
920,4.96E+00,3.25E-01,0.2,6125
920,5.25E-01,2.04E-01,0.2,16000
920,6.28E-01,1.64E-01,0.2,15000
920,7.23E+00,3.90E-01,0.2,8400
920,8.29E-02,1.24E-01,0.2,10000
920,9.90E-02,3.41E-01,0.2,17000
921,2.18E-02,2.92E-01,0.2,7200
921,1.99E-03,5.26E-02,0.2,5000
921,2.55E-01,6.55E-02,0.2,25000
921,3.49E-02,1.78E-01,0.2,14000
921,4.61E-01,1.69E-01,0.2,7000
921,5.25E-01,4.17E-01,0.2,12000
921,6.12E+00,7.30E-03,0.2,25000
921,7.96E+00,1.62E-01,0.2,5000
921,8.40E-02,2.07E-01,0.2,12000
921,9.85E-03,8.63E-03,0.2,5000
922,9.76E-01,3.25E-01,0.2,6500
922,1.51E-01,1.73E-01,0.2,8000
922,2.93E-01,1.57E-01,0.2,5000
922,4.00E-01,2.22E-01,0.2,10000
922,4.77E+00,3.07E-01,0.2,4800
922,5.12E+00,2.03E-01,0.2,5000
922,6.15E+00,1.11E-01,0.2,10000
922,7.19E-01,6.76E-03,0.2,7600
922,8.30E+00,1.62E-01,0.2,12600
922,9.17E-02,3.04E-03,0.2,8000
923,9.81E-01,4.11E-01,0.2,13200
923,1.66E-02,2.96E-01,0.2,7000
923,2.68E-01,3.64E-02,0.2,1000
923,3.24E+00,3.94E-01,0.2,17300
923,4.48E-01,8.15E-03,0.2,9000
923,5.38E-03,1.22E-01,0.2,18000
923,6.79E+00,4.07E-01,0.2,26000
923,7.35E-02,5.01E-01,0.2,8000
923,8.13E-01,1.93E-01,0.2,10000
923,9.11E-02,1.25E-01,0.2,12000
924,9.04E-01,3.90E-01,0.2,6400
924,1.30E+00,1.75E-01,0.2,16000
924,2.33E-02,1.28E-03,0.2,13500
924,3.75E-02,2.64E-01,0.2,4000
924,5.00E+00,4.03E-01,0.2,7675
924,5.10E+00,2.07E-01,0.2,6000
924,6.21E+00,2.40E-01,0.2,4700
924,8.00E+00,5.05E-01,0.2,4750
924,8.26E-01,1.20E-01,0.2,3950
924,9.48E-03,4.71E-03,0.2,1000
925,5.90E-04,2.55E-01,0.2,9600
925,2.00E+00,2.22E-01,0.2,3000
925,2.21E-01,1.03E-01,0.2,8000
925,3.25E+00,3.80E-02,0.2,3000
925,4.27E+00,1.33E-01,0.2,7000
925,5.60E-02,1.66E-01,0.2,8500
925,6.68E-02,2.22E-01,0.2,6000
925,7.36E-03,3.47E-01,0.2,3500
925,8.82E-02,2.18E-01,0.2,5000
925,1.00E+01,6.59E-01,0.2,13000
926,5.59E-05,2.37E-02,0.2,4800
926,1.65E-01,4.49E-03,0.2,6000
926,3.00E+00,4.29E-01,0.2,13600
926,3.92E+00,5.57E-01,0.2,15800
926,4.13E+00,1.25E-01,0.2,9325
926,5.47E-01,4.84E-01,0.2,10000
926,6.20E-01,1.94E-01,0.2,4800
926,7.29E+00,2.15E-01,0.2,2400
926,8.13E-01,1.74E-01,0.2,2400
926,9.75E-02,1.31E-01,0.2,4000
927,4.22E-02,2.25E-01,0.2,7200
927,1.18E-02,4.60E-01,0.2,25000
927,2.46E-01,2.97E-01,0.2,4000
927,3.98E+00,4.71E-01,0.2,9500
927,4.42E-01,2.36E-01,0.2,6000
927,5.98E+00,3.54E-01,0.2,6400
927,6.14E-01,1.58E-01,0.2,7000
927,7.91E+00,2.87E-01,0.2,3000
927,8.27E-01,4.26E-03,0.2,4000
927,9.16E+00,1.12E-01,0.2,1000
928,8.94E-03,2.78E-02,0.2,12000
928,1.10E-02,2.47E-01,0.2,5400
928,3.00E+00,4.55E-01,0.2,5000
928,3.32E-01,9.70E-02,0.2,15000
928,4.48E-01,2.55E-01,0.2,3000
928,5.54E-01,1.07E-01,0.2,8400
928,6.31E-01,7.09E-02,0.2,4200
928,7.10E-01,3.10E-01,0.2,20500
928,9.00E+00,3.89E-01,0.2,7500
928,9.30E-01,1.21E-01,0.2,6000
929,6.38E-02,3.16E-01,0.2,10000
929,1.21E-02,2.12E-01,0.2,10000
929,2.15E+00,3.05E-01,0.2,3600
929,3.31E-02,1.23E-01,0.2,7500
929,4.45E-01,1.49E-01,0.2,12000
929,5.16E-01,1.47E-01,0.2,10000
929,6.19E+00,3.98E-01,0.2,16000
929,7.11E+00,3.36E-02,0.2,15000
929,8.91E+00,3.37E-01,0.2,5000
929,9.31E+00,9.89E-02,0.2,8000
930,1.46E-01,1.58E-01,0.2,10000
930,1.17E+00,2.73E-01,0.2,2400
930,2.78E+00,2.36E-01,0.2,6000
930,3.17E+00,3.19E-01,0.2,5000
930,4.16E-02,1.73E-01,0.2,8000
930,5.16E+00,3.20E-01,0.2,7000
930,6.12E-01,3.06E-01,0.2,12000
930,7.44E-01,3.16E-03,0.2,15000
930,8.35E-01,7.25E-02,0.2,19200
930,9.65E-02,3.05E-01,0.2,3600
931,1.96E-01,5.70E-01,0.2,25000
931,1.24E-01,4.28E-01,0.2,20000
931,2.87E-01,1.20E-01,0.2,10000
931,3.17E-01,3.30E-01,0.2,22000
931,4.11E+00,2.92E-03,0.2,8775
931,6.00E+00,5.76E-01,0.2,15000
931,6.23E-03,6.07E-02,0.2,25000
931,7.99E+00,2.73E-01,0.2,8400
931,8.99E+00,4.13E-01,0.2,14100
931,9.98E+00,4.55E-01,0.2,4000
932,1.45E-02,2.53E-01,0.2,20000
932,1.37E+00,3.71E-01,0.2,6000
932,2.59E-01,2.36E-01,0.2,6000
932,3.78E-02,2.29E-01,0.2,6000
932,4.12E-02,2.46E-01,0.2,12000
932,5.10E-01,1.18E-01,0.2,3000
932,6.99E+00,4.53E-01,0.2,6500
932,7.99E+00,6.07E-01,0.2,20000
932,8.72E-02,1.79E-01,0.2,16000
932,9.95E+00,2.37E-01,0.2,9900
933,1.95E-01,9.55E-02,0.2,12000
933,1.27E-03,2.07E-01,0.2,2500
933,2.99E+00,4.30E-01,0.2,11000
933,3.24E-01,7.06E-02,0.2,25000
933,4.12E-01,8.00E-03,0.2,20000
933,5.98E-02,3.11E-05,0.2,16000
933,6.34E-01,2.56E-01,0.2,15700
933,7.93E-02,1.30E-01,0.2,4800
933,9.00E+00,1.53E-01,0.2,10000
933,9.18E-02,1.53E-01,0.2,5500
934,5.32E-03,5.59E-02,0.2,12800
934,1.18E-01,2.51E-01,0.2,17000
934,3.00E+00,6.57E-01,0.2,25000
934,3.11E-01,1.10E-01,0.2,7200
934,4.95E+00,1.68E-01,0.2,5000
934,5.72E-01,4.87E-01,0.2,14675
934,6.49E+00,3.02E-01,0.2,7000
934,7.11E+00,2.08E-01,0.2,9000
934,8.96E-02,2.96E-01,0.2,7000
934,1.00E+01,3.89E-01,0.2,7875
935,3.21E-02,7.59E-02,0.2,3000
935,1.11E-01,1.27E-01,0.2,4600
935,2.46E-01,8.95E-02,0.2,10000
935,3.51E-02,1.07E-02,0.2,3000
935,4.15E-01,1.69E-01,0.2,4200
935,5.24E-01,1.82E-01,0.2,4800
935,6.87E-02,2.09E-02,0.2,18000
935,7.10E+00,2.11E-02,0.2,9600
935,8.41E+00,2.74E-01,0.2,7500
935,9.42E+00,3.37E-01,0.2,5000
936,6.35E-04,6.00E-02,0.2,12000
936,1.28E-01,1.29E-01,0.2,4000
936,2.59E-01,2.92E-01,0.2,14000
936,3.19E-01,1.78E-01,0.2,6000
936,4.87E-01,2.44E-01,0.2,3000
936,5.18E+00,2.22E-01,0.2,10000
936,6.24E-01,1.69E-01,0.2,4500
936,8.00E+00,5.34E-01,0.2,10750
936,8.13E-01,1.02E-02,0.2,10000
936,9.24E-03,4.43E-01,0.2,13000
937,2.46E-03,2.48E-01,0.2,10000
937,1.93E-02,1.50E-01,0.2,6400
937,2.49E-01,1.95E-01,0.2,2400
937,3.12E+00,1.96E-01,0.2,14400
937,4.27E-02,1.99E-01,0.2,7000
937,5.22E-02,2.23E-02,0.2,8000
937,6.79E+00,2.98E-01,0.2,3700
937,8.00E+00,4.40E-01,0.2,25000
937,8.13E-01,9.22E-02,0.2,5000
937,9.79E-01,1.23E-01,0.2,8000
938,1.05E-01,3.01E-01,0.2,4800
938,1.13E-03,1.70E-01,0.2,7800
938,2.89E-01,9.99E-02,0.2,10000
938,4.00E+00,4.50E-01,0.2,10625
938,4.11E-01,4.28E-01,0.2,6000
938,5.99E+00,5.24E-01,0.2,10000
938,6.25E-01,1.12E-04,0.2,2000
938,7.45E-01,1.89E-01,0.2,16425
938,9.00E+00,4.97E-01,0.2,9900
938,9.39E+00,5.91E-01,0.2,25000
939,4.66E-03,2.68E-01,0.2,9500
939,1.60E-01,1.91E-02,0.2,8400
939,2.62E-03,2.94E-01,0.2,5000
939,3.67E-03,1.32E-01,0.2,5000
939,4.99E+00,3.25E-01,0.2,6000
939,5.12E-01,2.05E-01,0.2,22500
939,6.18E-03,5.55E-01,0.2,13000
939,7.18E-01,5.94E-02,0.2,10000
939,8.99E+00,5.17E-01,0.2,12000
939,9.59E-02,3.21E-01,0.2,10000
940,6.41E-02,3.48E-01,0.2,10000
940,1.50E-03,3.15E-01,0.2,5000
940,2.37E-01,1.54E-01,0.2,33250
940,3.58E-03,3.70E-02,0.2,11000
940,4.47E-01,3.18E-01,0.2,4200
940,5.11E+00,2.84E-01,0.2,14400
940,6.15E-02,7.67E-02,0.2,5000
940,7.13E+00,1.15E-01,0.2,10000
940,8.20E-01,3.20E-01,0.2,7000
940,9.48E-03,6.05E-01,0.2,16500
941,9.86E-01,3.14E-01,0.2,4000
941,1.13E-04,6.37E-02,0.2,16000
941,2.17E+00,1.87E-01,0.2,7000
941,3.92E+00,4.30E-01,0.2,25000
941,4.86E-02,2.02E-01,0.2,6000
941,5.16E-01,2.42E-01,0.2,12000
941,6.98E+00,4.00E-01,0.2,3000
941,7.94E-02,3.18E-01,0.2,4200
941,8.59E-01,1.38E-01,0.2,15000
941,9.25E-01,5.72E-02,0.2,3000
942,2.44E-01,2.57E-01,0.2,2500
942,1.80E-03,2.20E-01,0.2,3250
942,2.70E-01,7.12E-02,0.2,1600
942,3.57E-02,4.09E-02,0.2,12000
942,4.22E-01,9.20E-04,0.2,10000
942,5.12E-03,1.84E-01,0.2,6400
942,6.63E-01,2.53E-01,0.2,6500
942,7.83E-01,2.09E-02,0.2,10000
942,8.23E+00,4.24E-01,0.2,10000
942,9.43E+00,1.52E-01,0.2,9800
943,5.54E-02,2.60E-01,0.2,7200
943,1.12E+00,3.05E-01,0.2,15000
943,2.12E-02,6.56E-02,0.2,24250
943,3.13E-02,3.62E-02,0.2,7000
943,4.15E+00,3.27E-01,0.2,5000
943,6.00E+00,4.70E-01,0.2,15000
943,6.50E-01,3.99E-01,0.2,15000
943,7.31E-02,2.72E-02,0.2,8000
943,8.12E+00,5.17E-01,0.2,12000
943,9.16E-03,2.05E-01,0.2,10000
944,2.58E-01,7.50E-02,0.2,2500
944,1.39E+00,2.34E-01,0.2,15000
944,2.99E+00,6.69E-01,0.2,17975
944,3.13E-02,1.87E-01,0.2,4800
944,4.22E-01,2.94E-01,0.2,5000
944,5.20E-02,4.54E-01,0.2,17200
944,7.00E+00,1.78E-01,0.2,3000
944,7.84E-01,3.58E-01,0.2,3600
944,8.66E-01,3.61E-01,0.2,6000
944,9.11E-01,2.89E-01,0.2,15000
945,9.97E-01,2.64E-01,0.2,18000
945,1.22E-01,2.04E-01,0.2,8000
945,2.16E-02,1.43E-01,0.2,14400
945,3.12E-01,2.79E-01,0.2,10000
945,4.78E-02,7.28E-03,0.2,3000
945,5.16E-01,5.19E-02,0.2,9600
945,6.75E-02,1.04E-01,0.2,10000
945,7.66E-01,4.68E-02,0.2,8000
945,9.00E+00,2.06E-01,0.2,4000
945,9.13E-02,1.31E-01,0.2,14400
946,9.96E-01,4.45E-01,0.2,19900
946,1.67E-01,2.13E-01,0.2,15000
946,2.15E-01,2.05E-01,0.2,10000
946,3.11E-01,1.29E-01,0.2,5200
946,4.33E-03,2.63E-01,0.2,4800
946,6.00E+00,4.78E-01,0.2,20000
946,6.36E-01,2.95E-01,0.2,10000
946,7.61E-01,2.37E-03,0.2,14000
946,8.33E-01,1.89E-01,0.2,10000
946,9.69E-01,2.41E-01,0.2,19150
947,2.11E-03,2.10E-01,0.2,22000
947,1.15E-01,4.34E-02,0.2,5000
947,2.55E-01,1.71E-02,0.2,5000
947,3.80E-03,1.61E-01,0.2,11000
947,4.49E-02,1.29E-02,0.2,16000
947,5.99E+00,3.43E-01,0.2,6000
947,6.28E-01,1.83E-01,0.2,20000
947,7.58E-04,2.51E-01,0.2,5600
947,8.87E-01,1.49E-01,0.2,12000
947,9.12E+00,2.16E-01,0.2,25000
